machine;size;tilew;tileh;threads;kernel;variant;iterations;schedule;label;arg;time
ernst;4096;16;16;30;life;ocl_hybrid;100;;unlabelled;sparse;1368283
ernst;4096;16;16;31;life;ocl_hybrid;100;;unlabelled;sparse;1385484
ernst;4096;16;16;32;life;ocl_hybrid;100;;unlabelled;sparse;1351679
ernst;4096;16;16;33;life;ocl_hybrid;100;;unlabelled;sparse;1360364
ernst;4096;16;16;34;life;ocl_hybrid;100;;unlabelled;sparse;1390819
ernst;4096;16;16;35;life;ocl_hybrid;100;;unlabelled;sparse;1375311
ernst;4096;16;16;36;life;ocl_hybrid;100;;unlabelled;sparse;1378354
ernst;4096;16;16;37;life;ocl_hybrid;100;;unlabelled;sparse;1382179
ernst;4096;16;16;38;life;ocl_hybrid;100;;unlabelled;sparse;1383342
ernst;4096;16;16;39;life;ocl_hybrid;100;;unlabelled;sparse;1410339
ernst;4096;16;16;40;life;ocl_hybrid;100;;unlabelled;sparse;1364964
ernst;4096;16;16;41;life;ocl_hybrid;100;;unlabelled;sparse;1371051
ernst;4096;16;16;42;life;ocl_hybrid;100;;unlabelled;sparse;1373901
ernst;4096;16;16;43;life;ocl_hybrid;100;;unlabelled;sparse;1373579
ernst;4096;16;16;44;life;ocl_hybrid;100;;unlabelled;sparse;1365652
ernst;4096;16;16;45;life;ocl_hybrid;100;;unlabelled;sparse;1385309
ernst;4096;16;16;46;life;ocl_hybrid;100;;unlabelled;sparse;1358880
ernst;4096;16;16;1;life;ocl_hybrid;100;;unlabelled;sparse;1565779
ernst;4096;16;16;2;life;ocl_hybrid;100;;unlabelled;sparse;1495164
ernst;4096;16;16;3;life;ocl_hybrid;100;;unlabelled;sparse;1469557
ernst;4096;16;16;4;life;ocl_hybrid;100;;unlabelled;sparse;1459660
ernst;4096;16;16;5;life;ocl_hybrid;100;;unlabelled;sparse;1469273
ernst;4096;16;16;6;life;ocl_hybrid;100;;unlabelled;sparse;1460422
ernst;4096;16;16;7;life;ocl_hybrid;100;;unlabelled;sparse;1462071
ernst;4096;16;16;8;life;ocl_hybrid;100;;unlabelled;sparse;1562599
ernst;4096;16;16;9;life;ocl_hybrid;100;;unlabelled;sparse;1514875
ernst;4096;16;16;10;life;ocl_hybrid;100;;unlabelled;sparse;1514091
ernst;4096;16;16;11;life;ocl_hybrid;100;;unlabelled;sparse;1446140
ernst;4096;16;16;12;life;ocl_hybrid;100;;unlabelled;sparse;1445706
ernst;4096;16;16;13;life;ocl_hybrid;100;;unlabelled;sparse;1410714
ernst;4096;16;16;14;life;ocl_hybrid;100;;unlabelled;sparse;1385292
ernst;4096;16;16;15;life;ocl_hybrid;100;;unlabelled;sparse;1395725
ernst;4096;16;16;16;life;ocl_hybrid;100;;unlabelled;sparse;1358722
ernst;4096;16;16;17;life;ocl_hybrid;100;;unlabelled;sparse;1375422
ernst;4096;16;16;18;life;ocl_hybrid;100;;unlabelled;sparse;1332629
ernst;4096;16;16;19;life;ocl_hybrid;100;;unlabelled;sparse;1326002
ernst;4096;16;16;20;life;ocl_hybrid;100;;unlabelled;sparse;1321420
ernst;4096;16;16;21;life;ocl_hybrid;100;;unlabelled;sparse;1352708
ernst;4096;16;16;22;life;ocl_hybrid;100;;unlabelled;sparse;1349689
ernst;4096;16;16;23;life;ocl_hybrid;100;;unlabelled;sparse;1330285
ernst;4096;16;16;24;life;ocl_hybrid;100;;unlabelled;sparse;1328652
ernst;4096;16;16;25;life;ocl_hybrid;100;;unlabelled;sparse;1298406
ernst;4096;16;16;26;life;ocl_hybrid;100;;unlabelled;sparse;1303815
ernst;4096;16;16;27;life;ocl_hybrid;100;;unlabelled;sparse;1314404
ernst;4096;16;16;28;life;ocl_hybrid;100;;unlabelled;sparse;1323504
ernst;4096;16;16;29;life;ocl_hybrid;100;;unlabelled;sparse;1361066
ernst;4096;16;16;30;life;ocl_hybrid;100;;unlabelled;sparse;1343868
ernst;4096;16;16;31;life;ocl_hybrid;100;;unlabelled;sparse;1353642
ernst;4096;16;16;32;life;ocl_hybrid;100;;unlabelled;sparse;1362833
ernst;4096;16;16;33;life;ocl_hybrid;100;;unlabelled;sparse;1357524
ernst;4096;16;16;34;life;ocl_hybrid;100;;unlabelled;sparse;1389545
ernst;4096;16;16;35;life;ocl_hybrid;100;;unlabelled;sparse;1389403
ernst;4096;16;16;36;life;ocl_hybrid;100;;unlabelled;sparse;1379190
ernst;4096;16;16;37;life;ocl_hybrid;100;;unlabelled;sparse;1389234
ernst;4096;16;16;38;life;ocl_hybrid;100;;unlabelled;sparse;1369079
ernst;4096;16;16;39;life;ocl_hybrid;100;;unlabelled;sparse;1365955
ernst;4096;16;16;40;life;ocl_hybrid;100;;unlabelled;sparse;1396438
ernst;4096;16;16;41;life;ocl_hybrid;100;;unlabelled;sparse;1384481
ernst;4096;16;16;42;life;ocl_hybrid;100;;unlabelled;sparse;1371075
ernst;4096;16;16;43;life;ocl_hybrid;100;;unlabelled;sparse;1376508
ernst;4096;16;16;44;life;ocl_hybrid;100;;unlabelled;sparse;1368912
ernst;4096;16;16;45;life;ocl_hybrid;100;;unlabelled;sparse;1416513
ernst;4096;16;16;46;life;ocl_hybrid;100;;unlabelled;sparse;1371393
ernst;4096;16;16;1;life;ocl_hybrid;100;;unlabelled;sparse;1544345
ernst;4096;16;16;2;life;ocl_hybrid;100;;unlabelled;sparse;1494829
ernst;4096;16;16;3;life;ocl_hybrid;100;;unlabelled;sparse;1469401
ernst;4096;16;16;4;life;ocl_hybrid;100;;unlabelled;sparse;1462400
ernst;4096;16;16;5;life;ocl_hybrid;100;;unlabelled;sparse;1456681
ernst;4096;16;16;6;life;ocl_hybrid;100;;unlabelled;sparse;1453178
ernst;4096;16;16;7;life;ocl_hybrid;100;;unlabelled;sparse;1454188
ernst;4096;16;16;8;life;ocl_hybrid;100;;unlabelled;sparse;1457564
ernst;4096;16;16;9;life;ocl_hybrid;100;;unlabelled;sparse;1447510
ernst;4096;16;16;10;life;ocl_hybrid;100;;unlabelled;sparse;1450667
ernst;4096;16;16;11;life;ocl_hybrid;100;;unlabelled;sparse;1460953
ernst;4096;16;16;12;life;ocl_hybrid;100;;unlabelled;sparse;1435851
ernst;4096;16;16;13;life;ocl_hybrid;100;;unlabelled;sparse;1409916
ernst;4096;16;16;14;life;ocl_hybrid;100;;unlabelled;sparse;1407017
ernst;4096;16;16;15;life;ocl_hybrid;100;;unlabelled;sparse;1366599
ernst;4096;16;16;16;life;ocl_hybrid;100;;unlabelled;sparse;1363203
ernst;4096;16;16;17;life;ocl_hybrid;100;;unlabelled;sparse;1343001
ernst;4096;16;16;18;life;ocl_hybrid;100;;unlabelled;sparse;1335217
ernst;4096;16;16;19;life;ocl_hybrid;100;;unlabelled;sparse;1327784
ernst;4096;16;16;20;life;ocl_hybrid;100;;unlabelled;sparse;1350388
ernst;4096;16;16;21;life;ocl_hybrid;100;;unlabelled;sparse;1310017
ernst;4096;16;16;22;life;ocl_hybrid;100;;unlabelled;sparse;1308979
ernst;4096;16;16;23;life;ocl_hybrid;100;;unlabelled;sparse;1337115
ernst;4096;16;16;24;life;ocl_hybrid;100;;unlabelled;sparse;1307066
ernst;4096;16;16;25;life;ocl_hybrid;100;;unlabelled;sparse;1330799
ernst;4096;16;16;26;life;ocl_hybrid;100;;unlabelled;sparse;1305581
ernst;4096;16;16;27;life;ocl_hybrid;100;;unlabelled;sparse;1311362
ernst;4096;16;16;28;life;ocl_hybrid;100;;unlabelled;sparse;1321694
ernst;4096;16;16;29;life;ocl_hybrid;100;;unlabelled;sparse;1332285
ernst;4096;16;16;30;life;ocl_hybrid;100;;unlabelled;sparse;1341655
ernst;4096;16;16;31;life;ocl_hybrid;100;;unlabelled;sparse;1351765
ernst;4096;16;16;32;life;ocl_hybrid;100;;unlabelled;sparse;1354456
ernst;4096;16;16;33;life;ocl_hybrid;100;;unlabelled;sparse;1387630
ernst;4096;16;16;34;life;ocl_hybrid;100;;unlabelled;sparse;1366284
ernst;4096;16;16;35;life;ocl_hybrid;100;;unlabelled;sparse;1370204
ernst;4096;16;16;36;life;ocl_hybrid;100;;unlabelled;sparse;1380628
ernst;4096;16;16;37;life;ocl_hybrid;100;;unlabelled;sparse;1372895
ernst;4096;16;16;38;life;ocl_hybrid;100;;unlabelled;sparse;1371038
ernst;4096;16;16;39;life;ocl_hybrid;100;;unlabelled;sparse;1387684
ernst;4096;16;16;40;life;ocl_hybrid;100;;unlabelled;sparse;1393009
ernst;4096;16;16;41;life;ocl_hybrid;100;;unlabelled;sparse;1395373
ernst;4096;16;16;42;life;ocl_hybrid;100;;unlabelled;sparse;1399720
ernst;4096;16;16;43;life;ocl_hybrid;100;;unlabelled;sparse;1373507
ernst;4096;16;16;44;life;ocl_hybrid;100;;unlabelled;sparse;1413995
ernst;4096;16;16;45;life;ocl_hybrid;100;;unlabelled;sparse;1367877
ernst;4096;16;16;46;life;ocl_hybrid;100;;unlabelled;sparse;1430405
